BINARY is TEMP# ObjectProperty
BINARY is ATO_0000865 Class
BINARY SubClassOf ATO_0000865 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000866 Class
BINARY SubClassOf ATO_0000866 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000867 Class
BINARY SubClassOf ATO_0000867 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000868 Class
BINARY SubClassOf ATO_0000868 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000869 Class
BINARY SubClassOf ATO_0000869 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000870 Class
BINARY SubClassOf ATO_0000870 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000871 Class
BINARY SubClassOf ATO_0000871 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000872 Class
BINARY SubClassOf ATO_0000872 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000873 Class
BINARY SubClassOf ATO_0000873 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000874 Class
BINARY SubClassOf ATO_0000874 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000875 Class
BINARY SubClassOf ATO_0000875 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000876 Class
BINARY SubClassOf ATO_0000876 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000877 Class
BINARY SubClassOf ATO_0000877 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000878 Class
BINARY SubClassOf ATO_0000878 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000879 Class
BINARY SubClassOf ATO_0000879 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000880 Class
BINARY SubClassOf ATO_0000880 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000881 Class
BINARY SubClassOf ATO_0000881 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000882 Class
BINARY SubClassOf ATO_0000882 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000883 Class
BINARY SubClassOf ATO_0000883 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000884 Class
BINARY SubClassOf ATO_0000884 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000885 Class
BINARY SubClassOf ATO_0000885 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000886 Class
BINARY SubClassOf ATO_0000886 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000887 Class
BINARY SubClassOf ATO_0000887 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000888 Class
BINARY SubClassOf ATO_0000888 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000889 Class
BINARY SubClassOf ATO_0000889 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000890 Class
BINARY SubClassOf ATO_0000890 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000891 Class
BINARY SubClassOf ATO_0000891 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000892 Class
BINARY SubClassOf ATO_0000892 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000893 Class
BINARY SubClassOf ATO_0000893 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000894 Class
BINARY SubClassOf ATO_0000894 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000895 Class
BINARY SubClassOf ATO_0000895 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000896 Class
BINARY SubClassOf ATO_0000896 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000897 Class
BINARY SubClassOf ATO_0000897 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000898 Class
BINARY SubClassOf ATO_0000898 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000899 Class
BINARY SubClassOf ATO_0000899 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000900 Class
BINARY SubClassOf ATO_0000900 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000901 Class
BINARY SubClassOf ATO_0000901 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000902 Class
BINARY SubClassOf ATO_0000902 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000903 Class
BINARY SubClassOf ATO_0000903 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000904 Class
BINARY SubClassOf ATO_0000904 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000905 Class
BINARY SubClassOf ATO_0000905 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000906 Class
BINARY SubClassOf ATO_0000906 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000907 Class
BINARY SubClassOf ATO_0000907 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000908 Class
BINARY SubClassOf ATO_0000908 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000909 Class
BINARY SubClassOf ATO_0000909 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000910 Class
BINARY SubClassOf ATO_0000910 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000911 Class
BINARY SubClassOf ATO_0000911 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000912 Class
BINARY SubClassOf ATO_0000912 ATO_0000244,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000913 Class
BINARY SubClassOf ATO_0000913 ATO_0000244,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000914 Class
BINARY SubClassOf ATO_0000914 ATO_0000244,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000915 Class
BINARY SubClassOf ATO_0000915 ATO_0000244,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000916 Class
BINARY SubClassOf ATO_0000916 ATO_0000244,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000917 Class
BINARY SubClassOf ATO_0000917 ATO_0000244,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000918 Class
BINARY SubClassOf ATO_0000918 ATO_0000244,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000919 Class
BINARY SubClassOf ATO_0000919 ATO_0000244,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000920 Class
BINARY SubClassOf ATO_0000920 ATO_0000244,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000921 Class
BINARY SubClassOf ATO_0000921 ATO_0000244,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000922 Class
BINARY SubClassOf ATO_0000922 ATO_0000244,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000923 Class
BINARY SubClassOf ATO_0000923 ATO_0000244,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000924 Class
BINARY SubClassOf ATO_0000924 ATO_0000244,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000925 Class
BINARY SubClassOf ATO_0000925 ATO_0000244,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000926 Class
BINARY SubClassOf ATO_0000926 ATO_0000244,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000927 Class
BINARY SubClassOf ATO_0000927 ATO_0000244,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000928 Class
BINARY SubClassOf ATO_0000928 ATO_0000244,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000929 Class
BINARY SubClassOf ATO_0000929 ATO_0000244,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000930 Class
BINARY SubClassOf ATO_0000930 ATO_0000244,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000931 Class
BINARY SubClassOf ATO_0000931 ATO_0000244,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000932 Class
BINARY SubClassOf ATO_0000932 ATO_0000244,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000933 Class
BINARY SubClassOf ATO_0000933 ATO_0000244,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000934 Class
BINARY SubClassOf ATO_0000934 ATO_0000244,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000935 Class
BINARY SubClassOf ATO_0000935 ATO_0000244,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000936 Class
BINARY SubClassOf ATO_0000936 ATO_0000244,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000937 Class
BINARY SubClassOf ATO_0000937 ATO_0000244,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000938 Class
BINARY SubClassOf ATO_0000938 ATO_0000244,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000939 Class
BINARY SubClassOf ATO_0000939 ATO_0000244,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000940 Class
BINARY SubClassOf ATO_0000940 ATO_0000244,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000941 Class
BINARY is ATO_0000942 Class
BINARY SubClassOf ATO_0000942 ATO_0000941,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000943 Class
BINARY SubClassOf ATO_0000943 ATO_0000941,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000944 Class
BINARY SubClassOf ATO_0000944 ATO_0000941,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000945 Class
BINARY SubClassOf ATO_0000945 ATO_0000941,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000946 Class
BINARY SubClassOf ATO_0000946 ATO_0000941,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000947 Class
BINARY SubClassOf ATO_0000947 ATO_0000941,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000948 Class
BINARY SubClassOf ATO_0000948 ATO_0000941,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000949 Class
BINARY SubClassOf ATO_0000949 ATO_0000941,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000950 Class
BINARY SubClassOf ATO_0000950 ATO_0000941,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000951 Class
BINARY SubClassOf ATO_0000951 ATO_0000941,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000952 Class
BINARY SubClassOf ATO_0000952 ATO_0000941,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000953 Class
BINARY SubClassOf ATO_0000953 ATO_0000941,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000954 Class
BINARY SubClassOf ATO_0000954 ATO_0000941,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000955 Class
BINARY SubClassOf ATO_0000955 ATO_0000941,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000956 Class
BINARY SubClassOf ATO_0000956 ATO_0000941,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000957 Class
BINARY SubClassOf ATO_0000957 ATO_0000941,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000958 Class
BINARY SubClassOf ATO_0000958 ATO_0000941,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000959 Class
BINARY SubClassOf ATO_0000959 ATO_0000941,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000960 Class
BINARY SubClassOf ATO_0000960 ATO_0000941,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000961 Class
BINARY SubClassOf ATO_0000961 ATO_0000941,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000962 Class
BINARY SubClassOf ATO_0000962 ATO_0000941,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000963 Class
BINARY SubClassOf ATO_0000963 ATO_0000941,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000964 Class
BINARY SubClassOf ATO_0000964 ATO_0000941,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000965 Class
BINARY SubClassOf ATO_0000965 ATO_0000941,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000966 Class
BINARY SubClassOf ATO_0000966 ATO_0000941,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000967 Class
BINARY SubClassOf ATO_0000967 ATO_0000941,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000968 Class
BINARY SubClassOf ATO_0000968 ATO_0000941,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000969 Class
BINARY SubClassOf ATO_0000969 ATO_0000941,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000970 Class
BINARY SubClassOf ATO_0000970 ATO_0000941,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000971 Class
BINARY is ATO_0000972 Class
BINARY SubClassOf ATO_0000972 ATO_0000971,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000973 Class
BINARY is ATO_0000974 Class
BINARY SubClassOf ATO_0000974 ATO_0000973,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000975 Class
BINARY SubClassOf ATO_0000975 ATO_0000973,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000976 Class
BINARY is ATO_0000977 Class
BINARY SubClassOf ATO_0000977 ATO_0000976,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000978 Class
BINARY SubClassOf ATO_0000978 ATO_0000976,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000979 Class
BINARY is ATO_0000980 Class
BINARY SubClassOf ATO_0000980 ATO_0000979,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000981 Class
BINARY SubClassOf ATO_0000981 ATO_0000979,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000982 Class
BINARY SubClassOf ATO_0000982 ATO_0000979,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000983 Class
BINARY SubClassOf ATO_0000983 ATO_0000979,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000984 Class
BINARY SubClassOf ATO_0000984 ATO_0000979,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000985 Class
BINARY is ATO_0000986 Class
BINARY SubClassOf ATO_0000986 ATO_0000985,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000987 Class
BINARY is ATO_0000988 Class
BINARY SubClassOf ATO_0000988 ATO_0000987,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000989 Class
BINARY is ATO_0000990 Class
BINARY SubClassOf ATO_0000990 ATO_0000989,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000991 Class
BINARY SubClassOf ATO_0000991 ATO_0000989,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000992 Class
BINARY SubClassOf ATO_0000992 ATO_0000989,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000993 Class
BINARY SubClassOf ATO_0000993 ATO_0000989,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000994 Class
BINARY SubClassOf ATO_0000994 ATO_0000989,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000995 Class
BINARY is ATO_0000996 Class
BINARY SubClassOf ATO_0000996 ATO_0000995,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000997 Class
BINARY SubClassOf ATO_0000997 ATO_0000995,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000998 Class
BINARY SubClassOf ATO_0000998 ATO_0000995,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0000999 Class
BINARY SubClassOf ATO_0000999 ATO_0000995,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001000 Class
BINARY SubClassOf ATO_0001000 ATO_0000995,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001001 Class
BINARY SubClassOf ATO_0001001 ATO_0000995,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001002 Class
BINARY is ATO_0001003 Class
BINARY SubClassOf ATO_0001003 ATO_0001002,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001004 Class
BINARY SubClassOf ATO_0001004 ATO_0001002,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001005 Class
BINARY is ATO_0001006 Class
BINARY SubClassOf ATO_0001006 ATO_0001005,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001007 Class
BINARY is ATO_0001009 Class
BINARY SubClassOf ATO_0001009 ATO_0001007,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001010 Class
BINARY is ATO_0001011 Class
BINARY SubClassOf ATO_0001011 ATO_0001010,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001012 Class
BINARY is ATO_0001013 Class
BINARY SubClassOf ATO_0001013 ATO_0001012,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001014 Class
BINARY is ATO_0001015 Class
BINARY SubClassOf ATO_0001015 ATO_0001014,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001016 Class
BINARY is ATO_0001018 Class
BINARY is ATO_0001019 Class
BINARY SubClassOf ATO_0001019 ATO_0001018,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001020 Class
BINARY SubClassOf ATO_0001020 ATO_0001018,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001021 Class
BINARY SubClassOf ATO_0001021 ATO_0001018,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001022 Class
BINARY is ATO_0001023 Class
BINARY SubClassOf ATO_0001023 ATO_0001022,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001024 Class
BINARY is ATO_0001025 Class
BINARY SubClassOf ATO_0001025 ATO_0001024,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001026 Class
BINARY is ATO_0001027 Class
BINARY SubClassOf ATO_0001027 ATO_0001026,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001028 Class
BINARY is ATO_0001029 Class
BINARY SubClassOf ATO_0001029 ATO_0001028,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001030 Class
BINARY SubClassOf ATO_0001030 ATO_0001028,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001031 Class
BINARY SubClassOf ATO_0001031 ATO_0001028,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001032 Class
BINARY is ATO_0001033 Class
BINARY SubClassOf ATO_0001033 ATO_0001028,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001034 Class
BINARY SubClassOf ATO_0001034 ATO_0001032,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001035 Class
BINARY SubClassOf ATO_0001035 ATO_0001032,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001036 Class
BINARY is ATO_0001037 Class
BINARY SubClassOf ATO_0001037 ATO_0001036,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001038 Class
BINARY SubClassOf ATO_0001038 ATO_0001036,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001039 Class
BINARY SubClassOf ATO_0001039 ATO_0001036,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001040 Class
BINARY SubClassOf ATO_0001040 ATO_0001036,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001041 Class
BINARY SubClassOf ATO_0001041 ATO_0001036,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001042 Class
BINARY SubClassOf ATO_0001042 ATO_0001036,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001043 Class
BINARY SubClassOf ATO_0001043 ATO_0001036,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001044 Class
BINARY SubClassOf ATO_0001044 ATO_0001036,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001045 Class
BINARY SubClassOf ATO_0001045 ATO_0001036,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001046 Class
BINARY SubClassOf ATO_0001046 ATO_0001036,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001047 Class
BINARY SubClassOf ATO_0001047 ATO_0001036,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001048 Class
BINARY is ATO_0001049 Class
BINARY SubClassOf ATO_0001049 ATO_0001048,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001050 Class
BINARY SubClassOf ATO_0001050 ATO_0001048,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001051 Class
BINARY SubClassOf ATO_0001051 ATO_0001048,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001052 Class
BINARY SubClassOf ATO_0001052 ATO_0001048,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001053 Class
BINARY is ATO_0001054 Class
BINARY SubClassOf ATO_0001054 ATO_0001053,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001055 Class
BINARY SubClassOf ATO_0001055 ATO_0001053,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001056 Class
BINARY SubClassOf ATO_0001056 ATO_0001053,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001057 Class
BINARY SubClassOf ATO_0001057 ATO_0001053,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001058 Class
BINARY SubClassOf ATO_0001058 ATO_0001053,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001059 Class
BINARY SubClassOf ATO_0001059 ATO_0001053,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001060 Class
BINARY SubClassOf ATO_0001060 ATO_0001053,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001061 Class
BINARY SubClassOf ATO_0001061 ATO_0001053,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001062 Class
BINARY SubClassOf ATO_0001062 ATO_0001053,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001063 Class
BINARY SubClassOf ATO_0001063 ATO_0001053,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001064 Class
BINARY SubClassOf ATO_0001064 ATO_0001053,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001065 Class
BINARY SubClassOf ATO_0001065 ATO_0001053,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001066 Class
BINARY SubClassOf ATO_0001066 ATO_0001053,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001067 Class
BINARY SubClassOf ATO_0001067 ATO_0001053,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001068 Class
BINARY SubClassOf ATO_0001068 ATO_0001053,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001069 Class
BINARY SubClassOf ATO_0001069 ATO_0001053,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001070 Class
BINARY SubClassOf ATO_0001070 ATO_0001053,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001071 Class
BINARY SubClassOf ATO_0001071 ATO_0001053,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001072 Class
BINARY is ATO_0001073 Class
BINARY SubClassOf ATO_0001073 ATO_0001072,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001074 Class
BINARY is ATO_0001075 Class
BINARY SubClassOf ATO_0001075 ATO_0001074,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001076 Class
BINARY SubClassOf ATO_0001076 ATO_0001074,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001077 Class
BINARY SubClassOf ATO_0001077 ATO_0001074,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001078 Class
BINARY is ATO_0001079 Class
BINARY SubClassOf ATO_0001079 ATO_0001078,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001080 Class
BINARY SubClassOf ATO_0001080 ATO_0001078,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001423 Class
BINARY is ATO_0001424 Class
BINARY is ATO_0001425 Class
BINARY is ATO_0001426 Class
BINARY is ATO_0001427 Class
BINARY is ATO_0001428 Class
BINARY is ATO_0001429 Class
BINARY is ATO_0001430 Class
BINARY is ATO_0001431 Class
BINARY is ATO_0001432 Class
BINARY is ATO_0001433 Class
BINARY is ATO_0001434 Class
BINARY is ATO_0001435 Class
BINARY is ATO_0001451 Class
BINARY SubClassOf ATO_0001451 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001452 Class
BINARY SubClassOf ATO_0001452 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001453 Class
BINARY SubClassOf ATO_0001453 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001499 Class
BINARY SubClassOf ATO_0001499 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001500 Class
BINARY SubClassOf ATO_0001500 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001501 Class
BINARY SubClassOf ATO_0001501 ATO_0000225,
BINARY is has_rank_some_ATO_0000034 TEMP#
BINARY is ATO_0001502 Class
BINARY SubClassOf ATO_0001502 ATO_0001423,
BINARY is has_rank_some_ATO_0000034 TEMP#
